ID_KIID;ID_ZESPOLU;WYRAZENIE;FLAGA_WYSTAPIENIA
115;13;Kluczowe informacje dla inwestorów;True
116;13;Kluczowe informacje dla inwestorów;True
117;13;Kluczowe informacje dla inwestorów;True
118;13;Kluczowe informacje dla inwestorów;True
119;13;Kluczowe informacje dla inwestorów;True
120;13;Kluczowe informacje dla inwestorów;True
121;13;Kluczowe informacje dla inwestorów;True
122;13;Kluczowe informacje dla inwestorów;True
123;13;Kluczowe informacje dla inwestorów;True
124;13;Kluczowe informacje dla inwestorów;True
125;13;Kluczowe informacje dla inwestorów;True
126;13;Kluczowe informacje dla inwestorów;True
127;13;Kluczowe informacje dla inwestorów;True
128;13;Kluczowe informacje dla inwestorów;True
129;13;Kluczowe informacje dla inwestorów;True
130;13;Kluczowe informacje dla inwestorów;True
131;13;Kluczowe informacje dla inwestorów;True
132;13;Kluczowe informacje dla inwestorów;True
133;13;Kluczowe informacje dla inwestorów;True
134;13;Kluczowe informacje dla inwestorów;True
135;13;Kluczowe informacje dla inwestorów;True
136;13;Kluczowe informacje dla inwestorów;True
137;13;Kluczowe informacje dla inwestorów;True
138;13;Kluczowe informacje dla inwestorów;True
139;13;Kluczowe informacje dla inwestorów;True
140;13;Kluczowe informacje dla inwestorów;True
141;13;Kluczowe informacje dla inwestorów;True
142;13;Kluczowe informacje dla inwestorów;True
143;13;Kluczowe informacje dla inwestorów;True
144;13;Kluczowe informacje dla inwestorów;True
145;13;Kluczowe informacje dla inwestorów;True
146;13;Kluczowe informacje dla inwestorów;True
147;13;Kluczowe informacje dla inwestorów;True
148;13;Kluczowe informacje dla inwestorów;True
149;13;Kluczowe informacje dla inwestorów;True
150;13;Kluczowe informacje dla inwestorów;True
151;13;Kluczowe informacje dla inwestorów;True
152;13;Kluczowe informacje dla inwestorów;True
153;13;Kluczowe informacje dla inwestorów;True
154;13;Kluczowe informacje dla inwestorów;True
155;13;Kluczowe informacje dla inwestorów;True
156;13;Kluczowe informacje dla inwestorów;True
157;13;Kluczowe informacje dla inwestorów;True
158;13;Kluczowe informacje dla inwestorów;True
159;13;Kluczowe informacje dla inwestorów;True
160;13;Kluczowe informacje dla inwestorów;True
161;13;Kluczowe informacje dla inwestorów;True
162;13;Kluczowe informacje dla inwestorów;True
163;13;Kluczowe informacje dla inwestorów;True
164;13;Kluczowe informacje dla inwestorów;True
165;13;Kluczowe informacje dla inwestorów;True
166;13;Kluczowe informacje dla inwestorów;True
167;13;Kluczowe informacje dla inwestorów;True
168;13;Kluczowe informacje dla inwestorów;True
169;13;Kluczowe informacje dla inwestorów;True
170;13;Kluczowe informacje dla inwestorów;True
171;13;Kluczowe informacje dla inwestorów;True
172;13;Kluczowe informacje dla inwestorów;True
173;13;Kluczowe informacje dla inwestorów;True
174;13;Kluczowe informacje dla inwestorów;True
175;13;Kluczowe informacje dla inwestorów;True
176;13;Kluczowe informacje dla inwestorów;True
177;13;Kluczowe informacje dla inwestorów;True
178;13;Kluczowe informacje dla inwestorów;True
179;13;Kluczowe informacje dla inwestorów;True
180;13;Kluczowe informacje dla inwestorów;True
181;13;Kluczowe informacje dla inwestorów;True
182;13;Kluczowe informacje dla inwestorów;True
183;13;Kluczowe informacje dla inwestorów;True
184;13;Kluczowe informacje dla inwestorów;True
185;13;Kluczowe informacje dla inwestorów;True
186;13;Kluczowe informacje dla inwestorów;True
187;13;Kluczowe informacje dla inwestorów;True
188;13;Kluczowe informacje dla inwestorów;True
189;13;Kluczowe informacje dla inwestorów;True
190;13;Kluczowe informacje dla inwestorów;True
191;13;Kluczowe informacje dla inwestorów;True
192;13;Kluczowe informacje dla inwestorów;True
193;13;Kluczowe informacje dla inwestorów;True
194;13;Kluczowe informacje dla inwestorów;True
195;13;Kluczowe informacje dla inwestorów;True
196;13;Kluczowe informacje dla inwestorów;True
197;13;Kluczowe informacje dla inwestorów;True
198;13;Kluczowe informacje dla inwestorów;True
199;13;Kluczowe informacje dla inwestorów;True
200;13;Kluczowe informacje dla inwestorów;True
201;13;Kluczowe informacje dla inwestorów;True
202;13;Kluczowe informacje dla inwestorów;True
203;13;Kluczowe informacje dla inwestorów;True
204;13;Kluczowe informacje dla inwestorów;True
205;13;Kluczowe informacje dla inwestorów;True
206;13;Kluczowe informacje dla inwestorów;True
207;13;Kluczowe informacje dla inwestorów;True
208;13;Kluczowe informacje dla inwestorów;True
209;13;Kluczowe informacje dla inwestorów;True
210;13;Kluczowe informacje dla inwestorów;True
211;13;Kluczowe informacje dla inwestorów;True
212;13;Kluczowe informacje dla inwestorów;True
213;13;Kluczowe informacje dla inwestorów;True
214;13;Kluczowe informacje dla inwestorów;True
215;13;Kluczowe informacje dla inwestorów;True
216;13;Kluczowe informacje dla inwestorów;True
217;13;Kluczowe informacje dla inwestorów;True
218;13;Kluczowe informacje dla inwestorów;True
219;13;Kluczowe informacje dla inwestorów;True
220;13;Kluczowe informacje dla inwestorów;True
221;13;Kluczowe informacje dla inwestorów;True
222;13;Kluczowe informacje dla inwestorów;True
223;13;Kluczowe informacje dla inwestorów;True
224;13;Kluczowe informacje dla inwestorów;True
225;13;Kluczowe informacje dla inwestorów;True
226;13;Kluczowe informacje dla inwestorów;True
227;13;Kluczowe informacje dla inwestorów;True
228;13;Kluczowe informacje dla inwestorów;True
229;13;Kluczowe informacje dla inwestorów;True
230;13;Kluczowe informacje dla inwestorów;True
231;13;Kluczowe informacje dla inwestorów;True
232;13;Kluczowe informacje dla inwestorów;True
233;13;Kluczowe informacje dla inwestorów;True
234;13;Kluczowe informacje dla inwestorów;True
235;13;Kluczowe informacje dla inwestorów;True
236;13;Kluczowe informacje dla inwestorów;True
237;13;Kluczowe informacje dla inwestorów;True
238;13;Kluczowe informacje dla inwestorów;True
239;13;Kluczowe informacje dla inwestorów;True
240;13;Kluczowe informacje dla inwestorów;True
241;13;Kluczowe informacje dla inwestorów;True
242;13;Kluczowe informacje dla inwestorów;True
243;13;Kluczowe informacje dla inwestorów;True
244;13;Kluczowe informacje dla inwestorów;True
245;13;Kluczowe informacje dla inwestorów;True
246;13;Kluczowe informacje dla inwestorów;True
247;13;Kluczowe informacje dla inwestorów;True
248;13;Kluczowe informacje dla inwestorów;True
249;13;Kluczowe informacje dla inwestorów;True
250;13;Kluczowe informacje dla inwestorów;True
251;13;Kluczowe informacje dla inwestorów;True
252;13;Kluczowe informacje dla inwestorów;True
253;13;Kluczowe informacje dla inwestorów;True
254;13;Kluczowe informacje dla inwestorów;True
255;13;Kluczowe informacje dla inwestorów;True
256;13;Kluczowe informacje dla inwestorów;True
257;13;Kluczowe informacje dla inwestorów;True
258;13;Kluczowe informacje dla inwestorów;True
259;13;Kluczowe informacje dla inwestorów;True
260;13;Kluczowe informacje dla inwestorów;True
261;13;Kluczowe informacje dla inwestorów;True
262;13;Kluczowe informacje dla inwestorów;True
263;13;Kluczowe informacje dla inwestorów;True
264;13;Kluczowe informacje dla inwestorów;True
265;13;Kluczowe informacje dla inwestorów;True
266;13;Kluczowe informacje dla inwestorów;True
267;13;Kluczowe informacje dla inwestorów;True
268;13;Kluczowe informacje dla inwestorów;True
269;13;Kluczowe informacje dla inwestorów;True
270;13;Kluczowe informacje dla inwestorów;True
271;13;Kluczowe informacje dla inwestorów;True
272;13;Kluczowe informacje dla inwestorów;True
273;13;Kluczowe informacje dla inwestorów;True
274;13;Kluczowe informacje dla inwestorów;True
275;13;Kluczowe informacje dla inwestorów;True
276;13;Kluczowe informacje dla inwestorów;True
277;13;Kluczowe informacje dla inwestorów;True
278;13;Kluczowe informacje dla inwestorów;True
279;13;Kluczowe informacje dla inwestorów;True
280;13;Kluczowe informacje dla inwestorów;True
281;13;Kluczowe informacje dla inwestorów;True
282;13;Kluczowe informacje dla inwestorów;True
283;13;Kluczowe informacje dla inwestorów;True
284;13;Kluczowe informacje dla inwestorów;True
285;13;Kluczowe informacje dla inwestorów;True
286;13;Kluczowe informacje dla inwestorów;True
287;13;Kluczowe informacje dla inwestorów;True
288;13;Kluczowe informacje dla inwestorów;True
289;13;Kluczowe informacje dla inwestorów;True
290;13;Kluczowe informacje dla inwestorów;True
291;13;Kluczowe informacje dla inwestorów;True
292;13;Kluczowe informacje dla inwestorów;True
293;13;Kluczowe informacje dla inwestorów;True
294;13;Kluczowe informacje dla inwestorów;True
295;13;Kluczowe informacje dla inwestorów;True
296;13;Kluczowe informacje dla inwestorów;True
297;13;Kluczowe informacje dla inwestorów;True
298;13;Kluczowe informacje dla inwestorów;True
299;13;Kluczowe informacje dla inwestorów;True
300;13;Kluczowe informacje dla inwestorów;True
301;13;Kluczowe informacje dla inwestorów;True
302;13;Kluczowe informacje dla inwestorów;True
303;13;Kluczowe informacje dla inwestorów;True
304;13;Kluczowe informacje dla inwestorów;True
305;13;Kluczowe informacje dla inwestorów;True
306;13;Kluczowe informacje dla inwestorów;True
307;13;Kluczowe informacje dla inwestorów;True
308;13;Kluczowe informacje dla inwestorów;True
309;13;Kluczowe informacje dla inwestorów;True
310;13;Kluczowe informacje dla inwestorów;True
311;13;Kluczowe informacje dla inwestorów;True
312;13;Kluczowe informacje dla inwestorów;True
313;13;Kluczowe informacje dla inwestorów;True
314;13;Kluczowe informacje dla inwestorów;True
315;13;Kluczowe informacje dla inwestorów;True
316;13;Kluczowe informacje dla inwestorów;True
317;13;Kluczowe informacje dla inwestorów;True
318;13;Kluczowe informacje dla inwestorów;True
319;13;Kluczowe informacje dla inwestorów;True
320;13;Kluczowe informacje dla inwestorów;True
321;13;Kluczowe informacje dla inwestorów;True
322;13;Kluczowe informacje dla inwestorów;True
323;13;Kluczowe informacje dla inwestorów;True
324;13;Kluczowe informacje dla inwestorów;True
325;13;Kluczowe informacje dla inwestorów;True
326;13;Kluczowe informacje dla inwestorów;True
327;13;Kluczowe informacje dla inwestorów;True
328;13;Kluczowe informacje dla inwestorów;True
329;13;Kluczowe informacje dla inwestorów;True
330;13;Kluczowe informacje dla inwestorów;True
331;13;Kluczowe informacje dla inwestorów;True
332;13;Kluczowe informacje dla inwestorów;True
333;13;Kluczowe informacje dla inwestorów;True
334;13;Kluczowe informacje dla inwestorów;True
335;13;Kluczowe informacje dla inwestorów;True
336;13;Kluczowe informacje dla inwestorów;True
337;13;Kluczowe informacje dla inwestorów;True
338;13;Kluczowe informacje dla inwestorów;True
339;13;Kluczowe informacje dla inwestorów;True
340;13;Kluczowe informacje dla inwestorów;True
341;13;Kluczowe informacje dla inwestorów;True
342;13;Kluczowe informacje dla inwestorów;True
343;13;Kluczowe informacje dla inwestorów;True
344;13;Kluczowe informacje dla inwestorów;True
345;13;Kluczowe informacje dla inwestorów;True
346;13;Kluczowe informacje dla inwestorów;True
347;13;Kluczowe informacje dla inwestorów;True
348;13;Kluczowe informacje dla inwestorów;True
349;13;Kluczowe informacje dla inwestorów;True
350;13;Kluczowe informacje dla inwestorów;True
351;13;Kluczowe informacje dla inwestorów;True
352;13;Kluczowe informacje dla inwestorów;True
353;13;Kluczowe informacje dla inwestorów;True
354;13;Kluczowe informacje dla inwestorów;True
355;13;Kluczowe informacje dla inwestorów;True
356;13;Kluczowe informacje dla inwestorów;True
357;13;Kluczowe informacje dla inwestorów;True
358;13;Kluczowe informacje dla inwestorów;True
359;13;Kluczowe informacje dla inwestorów;True
360;13;Kluczowe informacje dla inwestorów;True
361;13;Kluczowe informacje dla inwestorów;True
362;13;Kluczowe informacje dla inwestorów;True
363;13;Kluczowe informacje dla inwestorów;True
364;13;Kluczowe informacje dla inwestorów;True
365;13;Kluczowe informacje dla inwestorów;True
366;13;Kluczowe informacje dla inwestorów;True
367;13;Kluczowe informacje dla inwestorów;True
368;13;Kluczowe informacje dla inwestorów;True
369;13;Kluczowe informacje dla inwestorów;True
370;13;Kluczowe informacje dla inwestorów;True
371;13;Kluczowe informacje dla inwestorów;True
372;13;Kluczowe informacje dla inwestorów;True
373;13;Kluczowe informacje dla inwestorów;True
374;13;Kluczowe informacje dla inwestorów;True
375;13;Kluczowe informacje dla inwestorów;True
376;13;Kluczowe informacje dla inwestorów;True
377;13;Kluczowe informacje dla inwestorów;True
378;13;Kluczowe informacje dla inwestorów;True
379;13;Kluczowe informacje dla inwestorów;True
380;13;Kluczowe informacje dla inwestorów;True
381;13;Kluczowe informacje dla inwestorów;True
382;13;Kluczowe informacje dla inwestorów;True
383;13;Kluczowe informacje dla inwestorów;True
384;13;Kluczowe informacje dla inwestorów;True
385;13;Kluczowe informacje dla inwestorów;True
386;13;Kluczowe informacje dla inwestorów;True
387;13;Kluczowe informacje dla inwestorów;True
388;13;Kluczowe informacje dla inwestorów;True
389;13;Kluczowe informacje dla inwestorów;True
390;13;Kluczowe informacje dla inwestorów;True
391;13;Kluczowe informacje dla inwestorów;True
392;13;Kluczowe informacje dla inwestorów;True
393;13;Kluczowe informacje dla inwestorów;True
394;13;Kluczowe informacje dla inwestorów;True
395;13;Kluczowe informacje dla inwestorów;True
396;13;Kluczowe informacje dla inwestorów;True
397;13;Kluczowe informacje dla inwestorów;True
398;13;Kluczowe informacje dla inwestorów;True
399;13;Kluczowe informacje dla inwestorów;True
400;13;Kluczowe informacje dla inwestorów;True
401;13;Kluczowe informacje dla inwestorów;True
402;13;Kluczowe informacje dla inwestorów;True
403;13;Kluczowe informacje dla inwestorów;True
404;13;Kluczowe informacje dla inwestorów;True
405;13;Kluczowe informacje dla inwestorów;True
406;13;Kluczowe informacje dla inwestorów;True
407;13;Kluczowe informacje dla inwestorów;True
408;13;Kluczowe informacje dla inwestorów;True
409;13;Kluczowe informacje dla inwestorów;True
410;13;Kluczowe informacje dla inwestorów;True
411;13;Kluczowe informacje dla inwestorów;True
412;13;Kluczowe informacje dla inwestorów;True
413;13;Kluczowe informacje dla inwestorów;True
414;13;Kluczowe informacje dla inwestorów;True
415;13;Kluczowe informacje dla inwestorów;True
416;13;Kluczowe informacje dla inwestorów;True
417;13;Kluczowe informacje dla inwestorów;True
418;13;Kluczowe informacje dla inwestorów;True
419;13;Kluczowe informacje dla inwestorów;True
420;13;Kluczowe informacje dla inwestorów;True
421;13;Kluczowe informacje dla inwestorów;True
422;13;Kluczowe informacje dla inwestorów;True
423;13;Kluczowe informacje dla inwestorów;True
424;13;Kluczowe informacje dla inwestorów;True
425;13;Kluczowe informacje dla inwestorów;True
426;13;Kluczowe informacje dla inwestorów;True
427;13;Kluczowe informacje dla inwestorów;True
428;13;Kluczowe informacje dla inwestorów;True
429;13;Kluczowe informacje dla inwestorów;True
430;13;Kluczowe informacje dla inwestorów;True
431;13;Kluczowe informacje dla inwestorów;True
432;13;Kluczowe informacje dla inwestorów;True
433;13;Kluczowe informacje dla inwestorów;True
434;13;Kluczowe informacje dla inwestorów;True
435;13;Kluczowe informacje dla inwestorów;True
436;13;Kluczowe informacje dla inwestorów;True
437;13;Kluczowe informacje dla inwestorów;True
438;13;Kluczowe informacje dla inwestorów;True
439;13;Kluczowe informacje dla inwestorów;True
440;13;Kluczowe informacje dla inwestorów;True
441;13;Kluczowe informacje dla inwestorów;True
442;13;Kluczowe informacje dla inwestorów;True
443;13;Kluczowe informacje dla inwestorów;True
444;13;Kluczowe informacje dla inwestorów;True
445;13;Kluczowe informacje dla inwestorów;True
446;13;Kluczowe informacje dla inwestorów;True
447;13;Kluczowe informacje dla inwestorów;True
448;13;Kluczowe informacje dla inwestorów;True
449;13;Kluczowe informacje dla inwestorów;True
450;13;Kluczowe informacje dla inwestorów;True
451;13;Kluczowe informacje dla inwestorów;True
452;13;Kluczowe informacje dla inwestorów;True
453;13;Kluczowe informacje dla inwestorów;True
454;13;Kluczowe informacje dla inwestorów;True
455;13;Kluczowe informacje dla inwestorów;True
456;13;Kluczowe informacje dla inwestorów;True
457;13;Kluczowe informacje dla inwestorów;True
458;13;Kluczowe informacje dla inwestorów;True
459;13;Kluczowe informacje dla inwestorów;True
460;13;Kluczowe informacje dla inwestorów;True
461;13;Kluczowe informacje dla inwestorów;True
462;13;Kluczowe informacje dla inwestorów;True
463;13;Kluczowe informacje dla inwestorów;True
464;13;Kluczowe informacje dla inwestorów;True
465;13;Kluczowe informacje dla inwestorów;True
466;13;Kluczowe informacje dla inwestorów;True
467;13;Kluczowe informacje dla inwestorów;True
468;13;Kluczowe informacje dla inwestorów;True
469;13;Kluczowe informacje dla inwestorów;True
470;13;Kluczowe informacje dla inwestorów;True
471;13;Kluczowe informacje dla inwestorów;True
472;13;Kluczowe informacje dla inwestorów;True
473;13;Kluczowe informacje dla inwestorów;True
474;13;Kluczowe informacje dla inwestorów;True
475;13;Kluczowe informacje dla inwestorów;True
476;13;Kluczowe informacje dla inwestorów;True
477;13;Kluczowe informacje dla inwestorów;True
478;13;Kluczowe informacje dla inwestorów;True
479;13;Kluczowe informacje dla inwestorów;True
480;13;Kluczowe informacje dla inwestorów;True
481;13;Kluczowe informacje dla inwestorów;True
482;13;Kluczowe informacje dla inwestorów;True
483;13;Kluczowe informacje dla inwestorów;True
484;13;Kluczowe informacje dla inwestorów;True
485;13;Kluczowe informacje dla inwestorów;True
486;13;Kluczowe informacje dla inwestorów;True
487;13;Kluczowe informacje dla inwestorów;True
488;13;Kluczowe informacje dla inwestorów;True
489;13;Kluczowe informacje dla inwestorów;True
490;13;Kluczowe informacje dla inwestorów;True
491;13;Kluczowe informacje dla inwestorów;True
492;13;Kluczowe informacje dla inwestorów;True
493;13;Kluczowe informacje dla inwestorów;True
494;13;Kluczowe informacje dla inwestorów;True
495;13;Kluczowe informacje dla inwestorów;True
496;13;Kluczowe informacje dla inwestorów;True
0;13;Niniejszy dokument zawiera kluczowe informacje dla inwestorów dotycz¹ce tego funduszu. Nie s¹ to materia³y marketingowe. Dostarczenie tych informacji jest wymogiem prawnym maj¹cym na celu u³atwienie zrozumienia charakteru i ryzyka zwi¹zanego z inwestowaniem w ten fundusz. Przeczytanie niniejszego dokumentu jest zalecane inwestorowi, aby móg³ on podj¹æ œwiadom¹ decyzjê inwestycyjn¹.;False
1;13;Niniejszy dokument zawiera kluczowe informacje dla inwestorów dotycz¹ce tego funduszu. Nie s¹ to materia³y marketingowe. Dostarczenie tych informacji jest wymogiem prawnym maj¹cym na celu u³atwienie zrozumienia charakteru i ryzyka zwi¹zanego z inwestowaniem w ten fundusz. Przeczytanie niniejszego dokumentu jest zalecane inwestorowi, aby móg³ on podj¹æ œwiadom¹ decyzjê inwestycyjn¹.;False
2;13;Niniejszy dokument zawiera kluczowe informacje dla inwestorów dotycz¹ce tego funduszu. Nie s¹ to materia³y marketingowe. Dostarczenie tych informacji jest wymogiem prawnym maj¹cym na celu u³atwienie zrozumienia charakteru i ryzyka zwi¹zanego z inwestowaniem w ten fundusz. Przeczytanie niniejszego dokumentu jest zalecane inwestorowi, aby móg³ on podj¹æ œwiadom¹ decyzjê inwestycyjn¹.;False
3;13;Niniejszy dokument zawiera kluczowe informacje dla inwestorów dotycz¹ce tego funduszu. Nie s¹ to materia³y marketingowe. Dostarczenie tych informacji jest wymogiem prawnym maj¹cym na celu u³atwienie zrozumienia charakteru i ryzyka zwi¹zanego z inwestowaniem w ten fundusz. Przeczytanie niniejszego dokumentu jest zalecane inwestorowi, aby móg³ on podj¹æ œwiadom¹ decyzjê inwestycyjn¹.;False
4;13;Niniejszy dokument zawiera kluczowe informacje dla inwestorów dotycz¹ce tego funduszu. Nie s¹ to materia³y marketingowe. Dostarczenie tych informacji jest wymogiem prawnym maj¹cym na celu u³atwienie zrozumienia charakteru i ryzyka zwi¹zanego z inwestowaniem w ten fundusz. Przeczytanie niniejszego dokumentu jest zalecane inwestorowi, aby móg³ on podj¹æ œwiadom¹ decyzjê inwestycyjn¹.;False
5;13;Niniejszy dokument zawiera kluczowe informacje dla inwestorów dotycz¹ce tego funduszu. Nie s¹ to materia³y marketingowe. Dostarczenie tych informacji jest wymogiem prawnym maj¹cym na celu u³atwienie zrozumienia charakteru i ryzyka zwi¹zanego z inwestowaniem w ten fundusz. Przeczytanie niniejszego dokumentu jest zalecane inwestorowi, aby móg³ on podj¹æ œwiadom¹ decyzjê inwestycyjn¹.;False
6;13;Niniejszy dokument zawiera kluczowe informacje dla inwestorów dotycz¹ce tego funduszu. Nie s¹ to materia³y marketingowe. Dostarczenie tych informacji jest wymogiem prawnym maj¹cym na celu u³atwienie zrozumienia charakteru i ryzyka zwi¹zanego z inwestowaniem w ten fundusz. Przeczytanie niniejszego dokumentu jest zalecane inwestorowi, aby móg³ on podj¹æ œwiadom¹ decyzjê inwestycyjn¹.;False
7;13;Niniejszy dokument zawiera kluczowe informacje dla inwestorów dotycz¹ce tego funduszu. Nie s¹ to materia³y marketingowe. Dostarczenie tych informacji jest wymogiem prawnym maj¹cym na celu u³atwienie zrozumienia charakteru i ryzyka zwi¹zanego z inwestowaniem w ten fundusz. Przeczytanie niniejszego dokumentu jest zalecane inwestorowi, aby móg³ on podj¹æ œwiadom¹ decyzjê inwestycyjn¹.;False
8;13;Niniejszy dokument zawiera kluczowe informacje dla inwestorów dotycz¹ce tego funduszu. Nie s¹ to materia³y marketingowe. Dostarczenie tych informacji jest wymogiem prawnym maj¹cym na celu u³atwienie zrozumienia charakteru i ryzyka zwi¹zanego z inwestowaniem w ten fundusz. Przeczytanie niniejszego dokumentu jest zalecane inwestorowi, aby móg³ on podj¹æ œwiadom¹ decyzjê inwestycyjn¹.;False
9;13;Niniejszy dokument zawiera kluczowe informacje dla inwestorów dotycz¹ce tego funduszu. Nie s¹ to materia³y marketingowe. Dostarczenie tych informacji jest wymogiem prawnym maj¹cym na celu u³atwienie zrozumienia charakteru i ryzyka zwi¹zanego z inwestowaniem w ten fundusz. Przeczytanie niniejszego dokumentu jest zalecane inwestorowi, aby móg³ on podj¹æ œwiadom¹ decyzjê inwestycyjn¹.;False
10;13;Niniejszy dokument zawiera kluczowe informacje dla inwestorów dotycz¹ce tego funduszu. Nie s¹ to materia³y marketingowe. Dostarczenie tych informacji jest wymogiem prawnym maj¹cym na celu u³atwienie zrozumienia charakteru i ryzyka zwi¹zanego z inwestowaniem w ten fundusz. Przeczytanie niniejszego dokumentu jest zalecane inwestorowi, aby móg³ on podj¹æ œwiadom¹ decyzjê inwestycyjn¹.;False
